acao;evento;timestamp;tabela;origem;destino;mascara;gateway
+R;3174;4.012074193547;7;145.236.0.2;145.236.0.18;32;145.236.0.18
+R;3179;4.012074431457;9;145.236.0.4;145.236.0.18;32;145.236.0.18
+R;3184;4.012074533323;19;145.236.0.14;145.236.0.18;32;145.236.0.18
+R;3189;4.012074541485;18;145.236.0.13;145.236.0.18;32;145.236.0.18
+R;3194;4.012074635187;17;145.236.0.12;145.236.0.18;32;145.236.0.18
+R;3199;4.012074688648;15;145.236.0.10;145.236.0.18;32;145.236.0.18
+R;3204;4.012074792235;20;145.236.0.15;145.236.0.18;32;145.236.0.18
+R;3209;4.012074918211;22;145.236.0.17;145.236.0.18;32;145.236.0.18
+R;3466;4.528823533217;9;145.236.0.4;145.236.0.2;32;145.236.0.2
*R;3785;4.647911138578;12;145.236.0.7;145.236.0.1;32;145.236.0.11
*R;4005;4.65056719786;9;145.236.0.4;145.236.0.1;32;145.236.0.12
*R;4005;4.65056719786;9;145.236.0.4;145.236.0.1;32;145.236.0.12
+R;4024;4.650567320432;8;145.236.0.3;145.236.0.12;32;145.236.0.12
+R;4178;4.651632242079;17;145.236.0.12;145.236.0.17;32;145.236.0.17
+R;4188;4.651632568842;7;145.236.0.2;145.236.0.17;32;145.236.0.17
+R;4193;4.651632573488;8;145.236.0.3;145.236.0.17;32;145.236.0.17
+R;4198;4.65163257469;23;145.236.0.18;145.236.0.17;32;145.236.0.17
*R;4233;4.651654338475;14;145.236.0.9;145.236.0.1;32;145.236.0.7
+R;4417;4.653087035017;24;145.236.0.19;145.236.0.3;32;145.236.0.3
+R;4437;4.65308741579;22;145.236.0.17;145.236.0.3;32;145.236.0.3
+R;4442;4.653087417862;17;145.236.0.12;145.236.0.3;32;145.236.0.3
+R;4612;4.653825196302;15;145.236.0.10;145.236.0.14;32;145.236.0.14
+R;4622;4.653825838056;9;145.236.0.4;145.236.0.14;32;145.236.0.14
+R;5026;5.007778179829;17;145.236.0.12;145.236.0.2;32;145.236.0.2
+R;5690;6.009478491665;16;145.236.0.11;145.236.0.2;32;145.236.0.12
+R;5960;6.011913450573;21;145.236.0.16;145.236.0.2;32;145.236.0.11
*R;6011;6.012246068275;21;145.236.0.16;145.236.0.2;32;145.236.0.11
+R;6210;6.01569699003;6;145.236.0.1;145.236.0.2;32;145.236.0.16
*R;7805;6.519780273493;12;145.236.0.7;145.236.0.1;32;145.236.0.8
+R;7820;6.519780698315;16;145.236.0.11;145.236.0.8;32;145.236.0.8
+R;7960;6.521729467201;13;145.236.0.8;145.236.0.11;32;145.236.0.11
*R;8118;6.523875483614;22;145.236.0.17;145.236.0.1;32;145.236.0.19
*R;8133;6.523875712604;19;145.236.0.14;145.236.0.1;32;145.236.0.19
*R;8138;6.523875763585;15;145.236.0.10;145.236.0.1;32;145.236.0.19
*R;8185;6.524327355766;9;145.236.0.4;145.236.0.1;32;145.236.0.13
*R;8195;6.524327775222;23;145.236.0.18;145.236.0.1;32;145.236.0.13
*R;8200;6.524327837792;7;145.236.0.2;145.236.0.1;32;145.236.0.13
+R;8557;6.525487335929;12;145.236.0.7;145.236.0.12;32;145.236.0.12
*R;9073;7.001609065815;12;145.236.0.7;145.236.0.1;32;145.236.0.11
*R;9246;7.003009574771;8;145.236.0.3;145.236.0.1;32;145.236.0.19
*R;9246;7.003009574771;8;145.236.0.3;145.236.0.1;32;145.236.0.19
+R;9286;7.003144985645;18;145.236.0.13;145.236.0.2;32;145.236.0.2
+R;9390;7.003748760681;9;145.236.0.4;145.236.0.20;32;145.236.0.20
+R;9433;7.003805290002;25;145.236.0.20;145.236.0.4;32;145.236.0.4
*R;9765;7.005291353366;11;145.236.0.6;145.236.0.1;32;145.236.0.7
*R;9765;7.005291353366;11;145.236.0.6;145.236.0.1;32;145.236.0.7
+R;9781;7.005291714678;17;145.236.0.12;145.236.0.7;32;145.236.0.7
*R;10628;7.645930982385;9;145.236.0.4;145.236.0.1;32;145.236.0.15
*R;10638;7.645931440481;23;145.236.0.18;145.236.0.1;32;145.236.0.15
*R;10643;7.645931489099;7;145.236.0.2;145.236.0.1;32;145.236.0.15
*R;10704;7.646168969356;8;145.236.0.3;145.236.0.1;32;145.236.0.7
+R;10850;7.646769652729;20;145.236.0.15;145.236.0.2;32;145.236.0.2
*R;10962;7.647546264098;19;145.236.0.14;145.236.0.1;32;145.236.0.18
*R;10962;7.647546264098;19;145.236.0.14;145.236.0.1;32;145.236.0.18
*R;10967;7.647546345601;15;145.236.0.10;145.236.0.1;32;145.236.0.18
*R;10967;7.647546345601;15;145.236.0.10;145.236.0.1;32;145.236.0.18
*R;10992;7.64754670437;22;145.236.0.17;145.236.0.1;32;145.236.0.18
*R;10992;7.64754670437;22;145.236.0.17;145.236.0.1;32;145.236.0.18
+R;11644;7.651012180155;23;145.236.0.18;145.236.0.14;32;145.236.0.14
+R;11659;7.651012279988;22;145.236.0.17;145.236.0.14;32;145.236.0.14
*R;11933;8.00683446364;16;145.236.0.11;145.236.0.2;32;145.236.0.13
+R;14083;9.519133385164;12;145.236.0.7;145.236.0.16;32;145.236.0.16
*R;14083;9.519133385164;12;145.236.0.7;145.236.0.1;32;145.236.0.16
*R;14083;9.519133385164;12;145.236.0.7;145.236.0.1;32;145.236.0.16
*R;14132;9.519962287417;11;145.236.0.6;145.236.0.1;32;145.236.0.7
*R;14142;9.519962458091;8;145.236.0.3;145.236.0.1;32;145.236.0.7
*R;14147;9.519962565693;24;145.236.0.19;145.236.0.1;32;145.236.0.7
*R;14152;9.519962627705;17;145.236.0.12;145.236.0.1;32;145.236.0.7
*R;14157;9.519962695354;14;145.236.0.9;145.236.0.1;32;145.236.0.7
+R;14162;9.51996270932;21;145.236.0.16;145.236.0.7;32;145.236.0.7
*R;14256;9.522654349573;19;145.236.0.14;145.236.0.1;32;145.236.0.12
*R;14256;9.522654349573;19;145.236.0.14;145.236.0.1;32;145.236.0.12
*R;14261;9.522654410987;23;145.236.0.18;145.236.0.1;32;145.236.0.12
*R;14266;9.522654491789;22;145.236.0.17;145.236.0.1;32;145.236.0.12
*R;14266;9.522654491789;22;145.236.0.17;145.236.0.1;32;145.236.0.12
*R;14276;9.522654558675;15;145.236.0.10;145.236.0.1;32;145.236.0.12
*R;14276;9.522654558675;15;145.236.0.10;145.236.0.1;32;145.236.0.12
*R;14281;9.522654565114;7;145.236.0.2;145.236.0.1;32;145.236.0.12
*R;14290;9.522654565811;9;145.236.0.4;145.236.0.1;32;145.236.0.12
*R;14305;9.522654669231;20;145.236.0.15;145.236.0.1;32;145.236.0.12
*R;14305;9.522654669231;20;145.236.0.15;145.236.0.1;32;145.236.0.12
*R;14310;9.522654682623;18;145.236.0.13;145.236.0.1;32;145.236.0.12
*R;14310;9.522654682623;18;145.236.0.13;145.236.0.1;32;145.236.0.12
+R;14599;9.524702311086;23;145.236.0.18;145.236.0.19;32;145.236.0.19
+R;14894;9.528709302941;12;145.236.0.7;145.236.0.2;32;145.236.0.12
*R;15057;9.532572026129;21;145.236.0.16;145.236.0.2;32;145.236.0.7
+R;19436;16.196246849145;16;145.236.0.11;145.236.0.5;32;145.236.0.5
*R;19436;16.196246849145;16;145.236.0.11;145.236.0.1;32;145.236.0.5
*R;19673;16.517966014754;16;145.236.0.11;145.236.0.1;32;145.236.0.16
*R;19762;16.519795144425;11;145.236.0.6;145.236.0.1;32;145.236.0.8
+R;19772;16.519795555028;17;145.236.0.12;145.236.0.8;32;145.236.0.8
*R;19772;16.519795555028;17;145.236.0.12;145.236.0.1;32;145.236.0.8
+R;19801;16.520112009275;10;145.236.0.5;145.236.0.11;32;145.236.0.11
*R;19916;16.520737520057;8;145.236.0.3;145.236.0.1;32;145.236.0.6
*R;19916;16.520737520057;8;145.236.0.3;145.236.0.1;32;145.236.0.6
*R;20098;16.523587561785;24;145.236.0.19;145.236.0.1;32;145.236.0.12
*R;20098;16.523587561785;24;145.236.0.19;145.236.0.1;32;145.236.0.12
+R;20117;16.523587629906;25;145.236.0.20;145.236.0.12;32;145.236.0.12
*R;20117;16.523587629906;25;145.236.0.20;145.236.0.1;32;145.236.0.12
*R;20117;16.523587629906;25;145.236.0.20;145.236.0.1;32;145.236.0.12
+R;20122;16.523587633462;13;145.236.0.8;145.236.0.12;32;145.236.0.12
+R;20344;16.529160979459;13;145.236.0.8;145.236.0.2;32;145.236.0.12
-R;20355;16.529525287104;9;145.236.0.4;145.236.0.11;32;145.236.0.11
*R;20493;16.532070317784;21;145.236.0.16;145.236.0.2;32;145.236.0.8
-R;20994;16.651632568842;7;145.236.0.2;145.236.0.17;32;145.236.0.17
-R;21694;18.113239656571;7;145.236.0.2;145.236.0.15;32;145.236.0.15
-R;22129;18.296207102505;16;145.236.0.11;145.236.0.2;32;145.236.0.13
-R;22129;18.296207102505;16;145.236.0.11;145.236.0.13;32;145.236.0.13
-R;22207;18.523875841794;16;145.236.0.11;145.236.0.19;32;145.236.0.19
-R;22209;18.528823533217;9;145.236.0.4;145.236.0.2;32;145.236.0.2
-R;22314;19.002811866091;20;145.236.0.15;145.236.0.13;32;145.236.0.13
-R;22315;19.002811872032;9;145.236.0.4;145.236.0.13;32;145.236.0.13
-R;22316;19.002812312214;23;145.236.0.18;145.236.0.13;32;145.236.0.13
-R;22317;19.00281236599;7;145.236.0.2;145.236.0.13;32;145.236.0.13
-R;22318;19.00281240718;25;145.236.0.20;145.236.0.13;32;145.236.0.13
-R;22319;19.002812503389;17;145.236.0.12;145.236.0.13;32;145.236.0.13
-R;22320;19.006397311366;14;145.236.0.9;145.236.0.3;32;145.236.0.3
-R;22321;19.006397485712;13;145.236.0.8;145.236.0.3;32;145.236.0.3
-R;22840;19.644776285262;24;145.236.0.19;145.236.0.11;32;145.236.0.11
-R;22841;19.645930859737;18;145.236.0.13;145.236.0.15;32;145.236.0.15
-R;22842;19.645930982385;9;145.236.0.4;145.236.0.15;32;145.236.0.15
-R;22843;19.645931311899;25;145.236.0.20;145.236.0.15;32;145.236.0.15
-R;22844;19.645931440481;23;145.236.0.18;145.236.0.15;32;145.236.0.15
-R;22845;19.645931562193;17;145.236.0.12;145.236.0.15;32;145.236.0.15
-R;22846;19.64753002924;8;145.236.0.3;145.236.0.8;32;145.236.0.8
-R;22847;19.647546022139;7;145.236.0.2;145.236.0.18;32;145.236.0.18
-R;22848;19.647546264098;19;145.236.0.14;145.236.0.18;32;145.236.0.18
-R;22849;19.647546345601;15;145.236.0.10;145.236.0.18;32;145.236.0.18
-R;22850;19.647546366799;9;145.236.0.4;145.236.0.18;32;145.236.0.18
-R;22851;19.647546425544;17;145.236.0.12;145.236.0.18;32;145.236.0.18
-R;22852;19.647546492346;18;145.236.0.13;145.236.0.18;32;145.236.0.18
-R;22853;19.647546571092;20;145.236.0.15;145.236.0.18;32;145.236.0.18
-R;22854;19.64754670437;22;145.236.0.17;145.236.0.18;32;145.236.0.18
-R;22855;19.648689334249;19;145.236.0.14;145.236.0.10;32;145.236.0.10
-R;22856;19.648689640604;23;145.236.0.18;145.236.0.10;32;145.236.0.10
-R;22857;19.648689665484;7;145.236.0.2;145.236.0.10;32;145.236.0.10
-R;22858;19.648689683412;22;145.236.0.17;145.236.0.10;32;145.236.0.10
-R;22859;19.648689795015;17;145.236.0.12;145.236.0.10;32;145.236.0.10
-R;22860;19.648689922056;24;145.236.0.19;145.236.0.10;32;145.236.0.10
-R;22861;19.648849015054;12;145.236.0.7;145.236.0.3;32;145.236.0.3
-R;22863;19.649188361498;18;145.236.0.13;145.236.0.4;32;145.236.0.4
-R;22864;19.649188448411;20;145.236.0.15;145.236.0.4;32;145.236.0.4
-R;22865;19.649188702415;23;145.236.0.18;145.236.0.4;32;145.236.0.4
-R;22866;19.649188742137;7;145.236.0.2;145.236.0.4;32;145.236.0.4
-R;22867;19.649188930539;17;145.236.0.12;145.236.0.4;32;145.236.0.4
-R;22868;19.649188992162;25;145.236.0.20;145.236.0.4;32;145.236.0.4
-R;22869;19.649189036287;19;145.236.0.14;145.236.0.4;32;145.236.0.4
-R;22870;19.649585146462;24;145.236.0.19;145.236.0.17;32;145.236.0.17
-R;22871;19.649585207803;19;145.236.0.14;145.236.0.17;32;145.236.0.17
-R;22872;19.649585232385;15;145.236.0.10;145.236.0.17;32;145.236.0.17
-R;22873;19.649585300224;17;145.236.0.12;145.236.0.17;32;145.236.0.17
-R;22874;19.649585436679;8;145.236.0.3;145.236.0.17;32;145.236.0.17
-R;22875;19.649585548331;23;145.236.0.18;145.236.0.17;32;145.236.0.17
-R;22876;19.651011955414;15;145.236.0.10;145.236.0.14;32;145.236.0.14
-R;22877;19.651012180155;23;145.236.0.18;145.236.0.14;32;145.236.0.14
-R;22878;19.651012239179;7;145.236.0.2;145.236.0.14;32;145.236.0.14
-R;22879;19.651012278927;17;145.236.0.12;145.236.0.14;32;145.236.0.14
-R;22880;19.651012279988;22;145.236.0.17;145.236.0.14;32;145.236.0.14
-R;22881;19.651012441903;24;145.236.0.19;145.236.0.14;32;145.236.0.14
-R;22882;19.651012616878;9;145.236.0.4;145.236.0.14;32;145.236.0.14
-R;22974;20.013239843784;18;145.236.0.13;145.236.0.11;32;145.236.0.11
-R;22994;20.11371636867;20;145.236.0.15;145.236.0.11;32;145.236.0.11
-R;23495;20.648830228332;16;145.236.0.11;145.236.0.15;32;145.236.0.15
-R;23581;21.003144985645;18;145.236.0.13;145.236.0.2;32;145.236.0.2
-R;24081;21.519962458091;8;145.236.0.3;145.236.0.7;32;145.236.0.7
-R;24082;21.519962565693;24;145.236.0.19;145.236.0.7;32;145.236.0.7
-R;24083;21.522654491789;22;145.236.0.17;145.236.0.12;32;145.236.0.12
-R;24084;21.522654662348;8;145.236.0.3;145.236.0.12;32;145.236.0.12
-R;24085;21.523671449852;12;145.236.0.7;145.236.0.11;32;145.236.0.11
-R;24086;21.523671506986;21;145.236.0.16;145.236.0.11;32;145.236.0.11
-R;24087;21.523671564347;17;145.236.0.12;145.236.0.11;32;145.236.0.11
-R;24088;21.523671701644;25;145.236.0.20;145.236.0.11;32;145.236.0.11
-R;24089;21.524298819606;20;145.236.0.15;145.236.0.20;32;145.236.0.20
-R;24090;21.524298827377;18;145.236.0.13;145.236.0.20;32;145.236.0.20
-R;24091;21.524298950827;9;145.236.0.4;145.236.0.20;32;145.236.0.20
-R;24092;21.524299084493;16;145.236.0.11;145.236.0.20;32;145.236.0.20
-R;24093;21.524701869835;22;145.236.0.17;145.236.0.19;32;145.236.0.19
-R;24094;21.524701906902;17;145.236.0.12;145.236.0.19;32;145.236.0.19
-R;24095;21.524701984397;8;145.236.0.3;145.236.0.19;32;145.236.0.19
-R;24096;21.524702083598;19;145.236.0.14;145.236.0.19;32;145.236.0.19
-R;24097;21.524702221719;12;145.236.0.7;145.236.0.19;32;145.236.0.19
-R;24098;21.524702268653;15;145.236.0.10;145.236.0.19;32;145.236.0.19
-R;24099;21.524702311086;23;145.236.0.18;145.236.0.19;32;145.236.0.19
-R;24100;21.525170285205;13;145.236.0.8;145.236.0.6;32;145.236.0.6
-R;24101;21.525170680561;14;145.236.0.9;145.236.0.6;32;145.236.0.6
-R;24102;21.525193206778;24;145.236.0.19;145.236.0.3;32;145.236.0.3
-R;24103;21.525193369068;22;145.236.0.17;145.236.0.3;32;145.236.0.3
-R;24104;21.52519350664;11;145.236.0.6;145.236.0.3;32;145.236.0.3
-R;24105;21.525193534067;17;145.236.0.12;145.236.0.3;32;145.236.0.3
-R;24126;21.646769652729;20;145.236.0.15;145.236.0.2;32;145.236.0.2
-R;25980;24.802654491789;22;145.236.0.17;145.236.0.1;32;145.236.0.12
-R;26298;25.296207105767;12;145.236.0.7;145.236.0.2;32;145.236.0.12
-R;26298;25.296207105767;12;145.236.0.7;145.236.0.12;32;145.236.0.12
*R;26732;26.196686925312;12;145.236.0.7;145.236.0.1;32;145.236.0.1
*R;26732;26.196686925312;12;145.236.0.7;145.236.0.1;32;145.236.0.1
-R;26750;26.197637346276;17;145.236.0.12;145.236.0.7;32;145.236.0.7
*R;26853;26.199868593547;11;145.236.0.6;145.236.0.1;32;145.236.0.7
